sample ID	[Eubacterium]	[Prevotella]	[Ruminococcus]	Abiotrophia	Achromobacter	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Aerococcus	Aeromonas	Aggregatibacter	Agrobacterium	Akkermansia	Alcaligenes	Alistipes	Allobaculum	Alloiococcus	Anaerococcus	Anaerolinea	Anaerotruncus	Aquabacterium	Arcobacter	Arthrobacter	Atopobium	Bacillus	Bacteroides	Bifidobacterium	Blautia	Brevibacterium	Brevundimonas	Bulleidia	Burkholderia	Butyricimonas	Caldicoprobacter	Campylobacter	Candidatus Solibacter	Candidatus Xiphinematobacter	CandidatusArthromitus	Capnocytophaga	Carnobacterium	Cellvibrio	Cetobacterium	Chitinophaga	Chryseobacterium	Cloacibacterium	Clostridium	Comamonas	Coprococcus	Corynebacterium	Cupriavidus	Cystobacter	DA101	Deinococcus	Delftia	Dermabacter	Desulfovibrio	Devosia	Dialister	Dok59	Dokdonella	Dorea	Dyadobacter	E6	Enhydrobacter	Enterobacter	Enterococcus	Exiguobacterium	Faecalibacterium	Filifactor	Finegoldia	Flavobacterium	Flexispira	Fusobacterium	Gemmiger	Geobacillus	Geobacter	Granulicatella	HA73	Haemophilus	Helicobacter	Hyphomicrobium	Kaistobacter	Kosmotoga	Lachnoanaerobaculum	Lachnospira	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Lysobacter	Massilia	Megamonas	Megasphaera	Mesorhizobium	Methanobacterium	Methanosaeta	Methylobacterium	Microbacterium	Micrococcus	Moraxella	Mucispirillum	Mycobacterium	Mycoplasma	Neisseria	Nitrosomonas	Nitrospira	Nocardioides	Ochrobactrum	Odoribacter	Oleibacter	Olsenella	Oscillospira	Paenibacillus	Paludibacter	Parabacteroides	Paracoccus	Parvimonas	PD-UASB-13	Pediococcus	Pelomonas	Peptococcus	Peptoniphilus	Peptostreptococcus	Petrimonas	Phascolarctobacterium	Phyllobacterium	Porphyromonas	Prevotella	Propionibacterium	Propionicimonas	Proteiniclasticum	Pseudomonas	Pseudoxanthomonas	Ralstonia	Rhodococcus	Rhodoplanes	Roseburia	Roseococcus	Roseomonas	Rothia	Rubrivivax	Rubrobacter	Ruegeria	Ruminococcus	Schwartzia	Sedimentibacter	Selenomonas	Serratia	SHD-231	Shewanella	Sphingobacterium	Sphingobium	Sphingomonas	Sporanaerobacter	Staphylococcus	Stenotrophomonas	Streptococcus	Sutterella	Syntrophobacter	Syntrophomonas	T78	Tannerella	Thermomonas	Thioalkalimicrobium	Treponema	Turicibacter	vadinHB04	Veillonella	Weissella	Zoogloea	Group
SY21	0	0	0	0	0	0	0	0	0	0.000257102455328448	0	0	0	0	0	0	0	0	0.00192826841496336	0	0	0	0	0	0.000149976432274928	0	0	0	0	0	0	0	0	0.000857008184428161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949929296824785	0	0.000149976432274928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57008184428161e-05	0.000192826841496336	0	0	0	0	0	0	0	0	2.1425204610704e-05	0	0	0	0	0	0	0	0	0.000364228478381969	0	0	0	0	0	0	0	0	0.000149976432274928	0	0	0.000921283798260273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000792732570596049	0	0	0	0	0.000471354501435489	0	0	0	0	0.000578480524489009	0	0.00857008184428161	0	0	0	0	0	0	0	0	0	0.000407078887603377	0	0	0	0	0	0	0	0	0.000578480524489009	0	0	0	0	4.28504092214081e-05	0	0.0302952393195355	0	0.0032137806916056	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY22	0	0.00081674762498388	0	0	0.00214933585522074	0	0.00376133774663629	0.000838240983536087	0	0.00513691269397756	0	0	0	0.000967201134849332	0	0.00199888234535529	0	0	0.0125306280359369	0.00565275329923054	0	0	0	0	0.00277264325323475	0	0	0	0	0	0	0.000623307398014014	0	0.00137557494734127	0	0	0.00367536431242746	0	0	0	0.00227829600653398	0	0	0	0	0.00135408158878906	0	6.44800756566221e-05	0	0.000515840605252977	0.223058075054808	0	0	0	0	0	0	0	0	0.00343893736835318	0	0	0	0	0	0.00229978936508619	0	0	0	0	0	0.00634054077290117	0	0	0.00144005502299789	0	2.14933585522074e-05	0	0.00163349524996776	0	0.00178394875983321	0	0	0	0	0	0	0.000257920302626488	0	0.0029230967631002	0.00290160340454799	0	0	0.00221381593087736	0	0	0	0	0.00290160340454799	0	0.00135408158878906	0.00567424665778274	0	0	0	0.00180544211838542	0	0	0	0	0	0	0	0	0	0	0	0.000580320680909599	0.000494347246700769	0	0	0	0	0.00543781971370846	0	0	0	0	0	0.00449211193741134	0.00335296393414435	0	0	0.00240725615784723	0	0	0.0023427760821906	0	0	0	0	0.0023427760821906	0	0	0	0	0	0	0	0	0	0	0	0.000795254266431673	0.000386880453939733	0	0.52074109100288	0	0.119073206379229	0	0	0	0	0	0	0	0.000171946868417659	0	0	0.00107466792761037	0	0	Batch3
SY23	0	0	0	0	0.00342484079841601	0	0.0366029860330711	0	0	0.00278268314871301	0	0	0	0	0	0.00941831219564403	0	0	0.00481618237277252	0.00797345748381228	0	0	0	0	0.00353186707336651	0	0.00797345748381228	0.00267565687376251	0	0	0	0	0	0.0385294589821801	0	0	0.00422753786054476	0	0	0	0	0	0	0	0	0.00540482688500027	0	0	0	0	0.345587841815166	0	0.00599347139722802	0	0.00422753786054476	0.00727778669663402	0	0	0	0	0	0	0	0	0	0.00770589179643603	0	0	0	0	0.00385294589821801	0.00808048375876278	0	0	0.00936479905816878	0	0.00305024883608926	0	0	0	0.00412051158559426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701022100925777	0	0	0.00224755177396051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158345373789265	0	0	0	0	0.000642157649703002	0	0	0	0	0.0707443677422807	0.0303419489484668	0.0550115053245572	0	0	0.00315727511103976	0	0	0	0	0	0	0.00278268314871301	0.00529780061004977	0	0	0	0	0	0	0.00155188098678226	0.00342484079841601	0	0	0	0	0.00989993043292128	0	0.0461283245036656	0.00604698453470327	0.0452186011665864	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY24	0	0	0	0	0	0	0.000185485740783677	0	0	6.9557152793879e-05	0	0	0	0	0	0	0	0	0.00148388592626942	0.00354741479248783	0	0	0	0	0	0	0	0	0	0	4.63714351959193e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981567354509622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63714351959193e-05	0	0	0	0	0	0.00176211453744493	0	0	0	0	0	0	0	0	0.000463714351959193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741942963134709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000486900069557153	0	0	0	0	0.00317644331092047	0	0	0	0	0.000255042893577556	0	0.000904242986320427	0	0	0	0	0	0	0	0	0	0	0.000208671458381637	0	0	0	0	0	0	0	0.000533271504753072	0	0	0	0	0	0	0	0	0.00285184326454904	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY25	0	0	0	0	0	0	0.0170435839643427	0	0	0.0011142907792438	0	0	0	0.00106364119836908	0	0.00387469293691595	0	0	0.00701496695114848	0.0104844632410667	0	0	0	0	0.00139286347405475	0	0.00460911185959936	0	0	0	0.00255780383417327	0.00192468407323929	0	0.000962342036619647	0	0	0.00248182946286119	0	0	0	0	0	0	0	0	0.00159546179755363	0	0	0	0.000151948742624155	0.735735811786157	0	0	0	0.00192468407323929	0.00129156431230532	0	0	0	0.00392534251779067	0	0	0	0	0	0.00270975257679743	0	0	0	0	0	0.00855977916782739	0	0	0	0	0	0	0	0	0.00207663281586345	0	0	0	0	0	0	0.000557145389621901	0	0	0.000607794970496619	0	0.00200065844455137	0	0	0	0	0	0.00131688910274267	0	0	0.0120546002481829	0	0	0	0.000126623952186796	0	0	0	0	0	0	0	0	0	0	0	0.00192468407323929	0	0	0	0	0	0.0157266948616	0	0	0	0	0.00812925773039228	0.00628054802846506	0.00524223162053334	0	0	0.00407729126041482	0	0	0.0011142907792438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174741054017778	0.00200065844455137	0	0.0897510573100008	0.00400131688910274	0.00881302707220098	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023327712197864	0.00131159827618512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911763787396165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296671038660921	0	0	0	0	0	0	0	0	0.00103054150271688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655799138092561	0	0	3.12285303853601e-05	0	0	0	0	3.12285303853601e-05	0	0	0	0	0	0	0	0.00021859971269752	0.00021859971269752	0	0	0	0	0.000327899569046281	3.12285303853601e-05	0	0	0	0.000546499281743801	0.00012491412154144	0.0014052838673412	0	0	0	0	0	0	0	0	0	0	0.00010929985634876	0	0	0	0	0	0	0	0.000874398850790082	0	0	0	0	0	0	0.0527918306164512	0	0.00473112235338205	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY27	0	0	0	0	0	0	0.000130262609420592	0	0	0.000390787828261776	0	0	0	0.000208420175072947	0	0	0	0	0.00341288036681951	0.000703418090871196	0	0	0	0	0	0	0.000104210087536474	0	0	0	5.21050437682368e-05	0	0	0.000468945393914131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.791084827011255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208420175072947	0.000937890787828262	0	0	0.000208420175072947	0	0	0	0	0	0.00164130887869946	0	0	0	0	0.000104210087536474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000911838265944143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101604835348062	0	0	0	0	0.000416840350145894	0	0	0	0	0.000989995831596499	0	0.00458524385160484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164130887869946	0	0	0	0	0.000182367653188829	0	0.183774489370571	0	0.00635681533972489	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986497617226569	0.0034417838442078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867079484614932	0	0	0	2.94169559334e-05	0	0.000147084779667	0	0	0.0003530034712008	0	0	0	0	0	0	0	0	0	0	0.000147084779667	0.0036329940577749	0	0	0	0	0	0	5.88339118668e-05	0	0.0006471730305348	0	0	0	0	4.41254339001e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016767664882038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007942578102018	0	0	0	0	0.0029858210272401	2.94169559334e-05	0	0	0	0.0006324645525681	0.0085162087427193	0.0008089662881685	0	0	0	0	0	0	0	0	0	0	0.0001617932576337	0	0	0	0	0	0	0	0.0008383832441019	0	0	0	0	0	0	0.0040301229628758	0	0.0052509266341119	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279789335088874	0.0209842001316656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123436471362739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884998354180382	0	0	0	8.22909809084924e-05	0	0.00234529295589203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035590849242923	0	0	0	0	0	0	0	0	0.00156352863726136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.22909809084924e-05	0	0	0.000946346280447663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168696510862409	0	0	0	0	0.0259216589861751	0	0	0	0	0.000699473337722186	0	0.0032093482554312	0	0	0	0	0	0	0	0	0	0	0.000205727452271231	0	0	0	0	0	0	0	0.00123436471362739	0	0	0	0	8.22909809084924e-05	0	0.013536866359447	0	0.00370309414088216	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY30	0	0	0	0	0.00110769030282298	0	0.00498460636270342	0	0	0.000553845151411491	0	0	0	0	0	0.00140090244180554	0	0	0.007232566094903	0.0100017918519604	0	0	0	0	0.000374659955366597	0	0.00105882161299256	0	0	0	0	0	0	6.51582531072342e-05	0	0	0	0	0	0	0	0	0	0	0	0.000733030347456385	0	0	0	0	0.0623238690970695	0	0	0	0	0	0	0	0	0.000276922575705745	0	0	0	0	0	0	0	0	0	0	0	0.0059131114694815	0	0	0.000944794670054896	0	0	0	0	0	0.0225936242649335	0	0	0	0	0	0	0.0030461483327632	0	0	0.00180814152372575	0	0	0	0	0	0	0	0.00175927283389532	0	0	0.798221179690172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130316506214468	0.00162895632768085	0	0	4.88686898304256e-05	0	0.00423528645197022	0	0	0	0	0.00100995292316213	0	0.00353483523106746	0	0	0.00149863982146639	0	0	0	0	0	0	0	0.000488686898304257	0	0	0	0	0	0	0	0	0	0	0	0	0.00146606069491277	0	0.0436723191451237	0.00135203375197511	0.00306243789604001	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY31	0	0	0	0	0.000325405277481955	0	0.000443734469293575	0.00171577328126849	0	0	0	0	8.87468938587149e-05	0	0	0	0	0	0.00440776239498284	0.00124245651402201	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011832919181162	0	0	0.00017749378771743	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118625014791149	0	0	0	5.916459590581e-05	0	0	0	0	0	0	0	0	0	0	0	5.916459590581e-05	0	0	0	0	0.00156786179150396	0	0	0.00023665838362324	0	5.916459590581e-05	0	0	0	0.940243758135132	0	0	0	0	0	0	0	0	0.00011832919181162	0	0	0	0	0	0	0	0	0	0	0	0.00390486332978346	0	0	0	0.00106496272630458	0	0	0	0	0	0	0	0	0	0	0	8.87468938587149e-05	0.00349071115844279	0	0	0	0	0.000443734469293575	0	0	0	0	0.00201159626079754	0.00047331676724648	0.00171577328126849	0	0	0	0	0	0	0	0	0	5.916459590581e-05	5.916459590581e-05	0	0	0	0	0	0	0	0.0089338539817773	0	0	0	0	0	0	0.00739557448822625	0.00011832919181162	0.00633061176192167	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY32	0	0	0	0	0	0	0.000310077519379845	0	0	0	0	0	0	0	0	0	0	0	0	0.00529828109201213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215706100438153	0	0	4.04448938321537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453805190428042	0	0	0	4.04448938321537e-05	0	0	0	0	0.000175261206605999	0	0	0	0	0	0	6.74081563869228e-05	0	0	0	0.00014829794405123	0.00203572632288507	0	0	0	0	0	0	0	0	0.0033164812942366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498820357263229	0	0	0	4.04448938321537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00124031007751938	0	0	0	0	0.00029659588810246	0	0	0	0	0.00649814627569936	0.0011324570273003	0.00215706100438153	0	0	0	0	0	0	0	0	0	0	0.000107853050219077	0	0	0	0	0	0	0	0.497081226828446	0	0	0	0	9.43714189416919e-05	0	0.015180316818335	0	0.00404448938321537	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY33	0	0	0	0	0	0	0.00119932163370094	0	0	0.00112436403159463	0	0	0	0	0	0.000843273023695972	0	0	0.00566866865928959	0.0489566838756828	0	0	0	0	0	0	0.00013117580368604	0	0	0	0	0.000599660816850469	0	0.000337309209478389	0	0	0.00078705482211624	0	0	0	2.81091007898657e-05	0	0	0	0	0.000505963814217583	0	0.000309200108688523	0	0	0.509964676230007	0	0	0	0.000721466920273221	0	0.000927600326065569	0	0	0.000206133405792349	0	0	0	0	0	0	0	0	0	0	0	0.00560308075744657	0	0	0.00013117580368604	0	9.36970026328858e-05	0	0	0	1.87394005265772e-05	0	0	0	0	0	0	0.000243612206845503	0	0	0.00164906724633879	0	0.00013117580368604	0	0	0	0	0	0.000843273023695972	0	9.36970026328858e-05	0.00361670430162939	0	0	0	0.000103066702896174	0	0	0	0	0	0	0	0	0	0	0	0.000224872806318926	0	0	0	0	0	0.0453212401735269	0	0	0	0	0.00019676370552906	0.000140545503949329	0.00646509318166912	0	0	0	0	0	0	0	0	0	0.000412266811584697	0	0	0	0	0	0	0	0.000187394005265772	0	0	0	0	0	0.000477854713427717	0	0.355936173601806	0	0.000955709426855435	0	0	0	0	0	0	0	0	0	0	0.000487224413691006	0	0	Batch3
SY34	0	0	0	0	0	0	0.0252837397460389	0	0	0.00389556879050081	0	0	0	0	0	0.00344608008390456	0	0	0.00988875154511743	0	0	0	0	0	0	0	0.0047945462036933	0.0034086226916882	0	0	0	0	0	0.00314642094617373	0	0	0	0	0	0	0.00149829568865416	0	0	0	0	0.0033337079072555	0	0.0028467618084429	0	0.00374573922163539	0.162003221335731	0	0	0	0.00295913398509196	0.00250964527849571	0	0	0	0.000374573922163539	0	0	0	0	0	0	0	0	0	0	0	0.000711690452110724	0	0	0.000112372176649062	0	0	0	0.00153575308087051	0	0.00239727310184665	0	0	0	0	0.00303404876952467	0	0.00314642094617373	0	0	7.49147844327078e-05	0	0.00408285575158257	0.000112372176649062	0	0	0	0	0.00123609394313968	0	0	0.00599318275461662	0	0	0	0	0	0	0	0.00464471663482788	0	0	0	0	0	0	0	0	0	0	0	0.00187286961081769	0	0	0	0	0	0	0.00505674794920778	0.000112372176649062	0.000187286961081769	0	0	0.00824062628759786	0	0	0.000824062628759786	0	0	0	0	0.00427014271266434	0	0	0	0	0	0	0	0	0	0	0	0.00213507135633217	0.00314642094617373	0	0.65430572723527	0.00677978799116006	0.0201520770123984	0	0	0	0	0	0	0	0	0	0	0.00730419148218901	0	0	Batch3
SY35	0	0	0	0	0.000452416436022993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428464977645306	0.00452416436022993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486480732382372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718543751330637	0.00151692569725357	0	0	0	0	7.9838194592293e-05	0	0	0	0.00191611667021503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32254630615286e-05	0	0	0.00191611667021503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162337662337662	0	0	0.000212901852246115	0	0.000239514583776879	0	0	0	0	0.0052959335746221	0.000266127315307643	0.00460400255482223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287417500532255	0	0	0	0	0	0	0.909676389184586	0	0.0109378326591441	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch3
SY36	0	0.000101173613921489	0	0	0	0	0.000303520841764468	0.000269796303790638	0	0.00187171185754755	0	0	0.000455281262646702	0	0	0	0	0	0.000118035882908404	0.0687980574666127	0	0	0	0	0	0	0	5.05868069607446e-05	6.74490759476595e-05	8.43113449345744e-05	0	0	6.74490759476595e-05	0	0	0	0	0	0	0	0.000303520841764468	0	0	0	0	0	0	0.000286658572777553	0	0	0.506626871711857	0	0	0	8.43113449345744e-05	0.000286658572777553	0	3.37245379738298e-05	0	0.000354107648725212	0	0	0	0	0	0.00411439363280723	0	0.000202347227842979	0	0	0	0.188267233238905	5.05868069607446e-05	0	0.0017030891676784	0	0	0	0.00182112505058681	0	0.00131525698097936	0	0	0	0	0	0	0.00114663429111021	0.000337245379738298	0.00541278834479968	0.000472143531633617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139956832591394	0	0	0	0	0	0	0.000320383110751383	0	0	0	0	0.00102859840820181	0.000269796303790638	0	0	0	0	0.145302171860246	0	0	0	0	0.000489005800620531	0.0264737623094564	0.014855658977472	0	0	0.00242816673411574	0	0.000252934034803723	0	0	0	0	0	0.00269796303790638	0	0	0	0	5.05868069607446e-05	0	0.000472143531633617	0	0	0	0	0	0.000185484958856064	0	0.00649197355996223	0	0.0113651692971806	0	0	0	0	0	0	0	0.000168622689869149	0	0	0.000741939835424255	0	0	Batch2
SY37	0	6.00726879524224e-05	0	0	0	0	0.000285345267774007	0	0	7.5090859940528e-05	0	0	0.000120145375904845	0	0	0	0	0	0	0.000105127203916739	0	0	0	0	0	0.000210254407833479	0	0.000195236235845373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50545159643168e-05	0	0	0.977337578469949	0	0	0	0	0.000105127203916739	0	0	0	0	0	0	0	0	0	0	0	0.000360436127714535	0	0	0	9.01090319286336e-05	6.00726879524224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330399783738323	0	0	3.00363439762112e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024029075180969	0	0.000120145375904845	0	0	0	0	0	0	0	0	0	0.000180218063857267	0	0	0	9.01090319286336e-05	0	7.5090859940528e-05	0	0	0	0	0.000150181719881056	4.50545159643168e-05	0.015498753491725	0	0	0.00184723515453699	0	7.5090859940528e-05	0	0	0	0	0	0	0	4.50545159643168e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00171207160664404	0	0.000270327095785901	0	0	0	0	0	0	0	0	0	0	0	0	0.00024029075180969	Batch2
SY38	0	0.000255991178150168	0	0	0	0	0.000649823759919658	0	0	0	0	0.000196916290884745	0	0	0	0	0	0	0	0.11527479668393	0	0	0	0	0	0	0	0	0.000196916290884745	0	0	0	0	0	0	0	0.000630132130831184	0	0	0.000216607919973219	0	0	0	0	0	7.8766516353898e-05	0	0	0.000118149774530847	0	0.35716676840675	0	0	0	0	0.000196916290884745	0	0	0	0	0	0	0	0	0	0	0	0.000137841403619321	0	0	0	0.0312112321052321	0	0	0	0	0	0	0	0	0	7.8766516353898e-05	0	0	0	0	0	0.00179193824705118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9383258176949e-05	0	0	7.8766516353898e-05	0	0	0	0	0.000413524210857964	0	0	0	0	0	0	0	0.000196916290884745	0	9.84581454423724e-05	0	0	0.000452907469034913	0	0	0.000295374436327117	0.486698304550735	0	0	0.00254022015241321	0	9.84581454423724e-05	0	0.000295374436327117	0	0	0	0	0	0.000236299549061694	0	0	0	0	0	0.000236299549061694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118149774530847	0	0	0	0	0	0	0	Batch2
SY39	0	0	0	0	0	0	0.000209026979410843	0	0	0.000164235483822805	0	0	0	0	0	0	0	0	0.479492960269943	0.0032847096764561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104513489705421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508756737387461	0	0	0	7.46524926467295e-05	0.000119443988234767	0	0	0	0	0	0	0	0	0	0.000134374486764113	0	0.000343401466174956	0	0	0	0.00155277184705197	0	0	0	0	0	0	0	0	0.00173193782940412	0	0	0	0	0	0	0.00083610791764337	5.97219941173836e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164235483822805	0	0	0	0	0	0.00135867536617048	0	0	0	0	0	0.000223957477940188	0.0009107604102901	0	0	0.000149304985293459	0	0.000104513489705421	0	0	0	0	0	0	0	0	0	0	0	5.97219941173836e-05	0	0	0	0	0	0	0	0	0	4.47914955880377e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119443988234767	Batch2
SY40	0	0	0	0	0	0	0.00105642981601657	0	0	0	0	5.48794709618999e-05	0	0	0	0	0	0	0	0.0131367733615048	0	0	1.3719867740475e-05	0	0	0	0	0.000802612262817786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418455966084487	0	0	0.76343518048486	0	0	0	0.000240097685458312	5.48794709618999e-05	0	0	0	0	0	0	0	0	0	0.0002743973548095	0	0.00013719867740475	0	0	0	0.00126908776599394	0	0	0	0	0	0	0.0003292768257714	0	0	2.05798016107125e-05	0	0	0	0	0	0.00124164803051299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370436428992825	0	0	0	0	0.000788892395077311	0	0	0	0	0	0	0	0	0	0.00452069642048651	0	0	0	0	0	0	0.166785572187084	0	0	0.0434988406711759	0	4.80195370916624e-05	0	0	0	0	0	0	0	0.000116618875794037	0	2.05798016107125e-05	0	4.80195370916624e-05	0	0	0	0	0	0	0	0	0.00130338743534512	0	1.3719867740475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch2
SY41	0	0	0	0	0	0	0.000144381587409926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124693189126754	0	0	0	0	0	0	0	3.93767965663433e-05	9.18791919881345e-05	0	0	0	0	0.000446270361085225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000853163925604106	0	0	0	0.305222675784583	0	0	0	0	0	0	7.87535931326867e-05	0	0	0	0	0	0.000393767965663433	0	0	0	0	0	0	0.000105004790843582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115072125165711	0	0	0	0.00137818787982202	0	0	0	0	0	0.439615682465512	0.0118655413653248	0	0	0	7.87535931326867e-05	0	0.00011813038969903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122238702140785	0	0	0	0	2.62511977108956e-05	0	0	0.000984419914158584	0	0	0	0	0	Batch2
SY42	0	0	0	0	0	0	0.000412717823295628	0	0	0	0	0	0	0	0	0	0	0	0	0.0720880464689697	0	0	0	0	0	0	0	0.00119229593396515	0	0.000336288596759401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524090492204219	0	0	0	0	9.17150718434729e-05	0	0	0	0	0	0	0	0	0	0	0	0.000244573524915928	0	6.1143381228982e-05	0	0.0191684500152858	0	0	0	0	0	0	0	0	0	0.000122286762457964	0	0	0	0	0	0.00120758177927239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17150718434729e-05	0	0	0	0	0	0	0	0.00110058086212168	0	0	0	0.000214001834301437	0	0	0	0.000244573524915928	0	0.0552124732497707	0	0	0	0	0	0	0.318801589727912	0	0	0.00463161112809538	0	0.000122286762457964	0	0	0	0	0	0	0	0	0.000198715988994191	0	0	0	0	0	0	0	0	0	0.000366860287373892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Batch2
